ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_PRICE,PRICE_USD
10178,0.46153846153846156,1.0,9,0.36060208798537136,2003-11-08,Shipped,4,11,2003,6,105,46,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Unknown,Toulouse,Unknown,31000,France,1,Roulet,Annette,Medium,4800.0,2073.8256
10186,0.43956043956043966,1.0,6,0.32620819415514085,2003-11-14,Shipped,4,11,2003,6,105,46,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Unknown,London,Unknown,WA1 1DP,UK,1,Hardy,Thomas,Medium,4600.0,1893.7303
10197,0.17582417582417587,1.0,3,0.15121828556975503,2003-11-26,Shipped,4,11,2003,6,105,46,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,1,Saavedra,Eduardo,Small,2200.0,977.4380000000001
10209,0.15384615384615385,1.0,5,0.14826254883031498,2004-01-09,Shipped,1,1,2004,6,105,46,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Unknown,Los Angeles,CA,Unknown,USA,1,Chandler,Michael,Small,2000.0,961.961
10222,0.4285714285714286,0.8051148796498906,9,0.24826865147084665,2004-02-19,Shipped,1,2,2004,6,105,46,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,1,Thompson,Valarie,Medium,3858.75,1485.61875
10249,0.43956043956043966,1.0,5,0.37633219539919727,2004-05-08,Shipped,2,5,2004,6,105,46,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Unknown,Cambridge,MA,51247,USA,1,Tseng,Kyung,Medium,4600.0,2156.1925
10262,0.3076923076923077,1.0,14,0.2662611474287664,2004-06-24,Cancelled,2,6,2004,6,105,46,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3400.0,1579.8321
10273,0.4835164835164836,0.8051148796498906,1,0.2797928337353969,2004-07-21,Shipped,3,7,2004,6,105,46,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,1,Dewey,Catherine,Medium,4287.5,1650.6875
10283,0.43956043956043966,1.0,3,0.39067266539074913,2004-08-20,Shipped,3,8,2004,6,105,46,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,1,Lincoln,Elizabeth,Medium,4600.0,2231.2829
10296,0.17582417582417587,0.7907549234135667,12,0.10155896731558078,2004-09-15,Shipped,3,9,2004,6,105,46,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Unknown,Munich,Unknown,80686,Germany,1,Donnermeyer,Michael,Small,1863.4,717.4090000000001
10307,0.46153846153846156,0.8196115973741795,6,0.27092415300128597,2004-10-14,Shipped,4,10,2004,6,105,46,"Classic Gift Ideas, Inc",2155554695,782 First Street,Unknown,Philadelphia,PA,71270,USA,1,Cervantes,Francisca,Medium,4166.88,1604.2488
10316,0.4505494505494506,0.8196115973741795,14,0.2645413792114653,2004-11-01,Shipped,4,11,2004,6,105,46,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,1,Bennett,Helen,Medium,4080.07,1570.8269500000001
10328,0.3076923076923077,1.0,6,0.24508719055752398,2004-11-12,Shipped,4,11,2004,6,105,46,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Medium,3400.0,1468.9598
10338,0.4285714285714286,1.0,2,0.3708876106838854,2004-11-22,Shipped,4,11,2004,6,105,46,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Unknown,Charleroi,Unknown,B-6000,Belgium,1,Cartrain,Pascale,Medium,4500.0,2127.68325
10351,0.15384615384615385,1.0,2,0.2126711404658741,2004-12-03,Shipped,4,12,2004,6,105,46,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,1,Brown,Ann,Medium,2000.0,1299.221
10373,0.4835164835164836,0.4596553610503282,6,0.18692976154851196,2005-01-31,Shipped,1,1,2005,6,105,46,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,1,Koskitalo,Pirkko,Medium,3024.5,1164.4325000000001
10386,0.17582417582417587,0.4194474835886214,6,0.0576420132243485,2005-03-01,Resolved,1,3,2005,6,105,46,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1266.1,487.44849999999997
10398,0.4285714285714286,1.0,17,0.3183460814798095,2005-03-30,Shipped,1,3,2005,6,105,46,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,1,Henriot,Paul,Medium,4500.0,1852.5622500000002
10400,0.5714285714285715,1.0,6,0.5018348360779286,2005-04-01,Shipped,2,4,2005,6,105,46,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,1,Frick,Sue,Large,5800.0,2813.3567000000003
10415,0.4945054945054945,1.0,5,0.42109101978064317,2005-05-09,Disputed,2,5,2005,6,105,46,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,0,Connery,Sean,Medium,5100.0,2390.56125
10104,0.3516483516483517,1.0,3,0.3578036964355433,2003-01-31,Shipped,1,1,2003,0,143,47,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3800.0,2059.1725
10117,0.17582417582417587,1.0,12,0.1689953509643275,2003-04-16,Shipped,2,4,2003,0,143,47,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Small,2200.0,1070.5233
10127,0.20879120879120883,1.0,5,0.21799440762844774,2003-06-03,Shipped,2,6,2003,0,143,47,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,2500.0,1327.095
10142,0.19780219780219782,1.0,15,0.2433255126401861,2003-08-08,Shipped,3,8,2003,0,143,47,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2400.0,1459.7352
10152,0.3186813186813187,1.0,1,0.2971890355401609,2003-09-25,Shipped,3,9,2003,0,143,47,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Unknown,South Brisbane,Queensland,4101,Australia,0,Calaghan,Tony,Medium,3500.0,1741.7785000000001
10165,0.2417582417582418,1.0,6,0.20995068625295665,2003-10-22,Shipped,4,10,2003,0,143,47,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Medium,2800.0,1284.9759999999999
10176,0.3296703296703297,1.0,5,0.37130450191056763,2003-11-06,Shipped,4,11,2003,0,143,47,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,1,Moroni,Maurizio,Medium,3600.0,2129.8662
10185,0.3626373626373627,1.0,16,0.33930534304559995,2003-11-14,Shipped,4,11,2003,0,143,47,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Medium,3900.0,1962.31035
10196,0.23076923076923078,1.0,8,0.29814340028836817,2003-11-26,Shipped,4,11,2003,0,143,47,Super Scale Inc.,2035559545,567 North Pendale Street,Unknown,New Haven,CT,97823,USA,1,Murphy,Leslie,Medium,2700.0,1746.7758000000001
10207,0.3736263736263737,1.0,1,0.4164993342239757,2003-12-09,Shipped,4,12,2003,0,143,47,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,1,Franco,Valarie,Medium,4000.0,2366.518
10220,0.4835164835164836,1.0,5,0.5717269810972547,2004-02-12,Shipped,1,2,2004,0,143,47,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,1,Cassidy,Dean,Large,5000.0,3179.33
10230,0.39560439560439564,1.0,3,0.49675126298924976,2004-03-15,Shipped,1,3,2004,0,143,47,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,1,Keitel,Roland,Large,4200.0,2786.7378
10247,0.46153846153846156,1.0,5,0.4612912452107139,2004-05-05,Shipped,2,5,2004,0,143,47,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,1,Suominen,Kalle,Medium,4800.0,2601.06
10272,0.20879120879120883,1.0,5,0.23909630922594255,2004-07-20,Shipped,3,7,2004,0,143,47,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,1,Yu,Kyung,Medium,2500.0,1437.5900000000001
10282,0.27472527472527475,1.0,8,0.3082693720235842,2004-08-20,Shipped,3,8,2004,0,143,47,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,3100.0,1799.798
10292,0.41758241758241765,1.0,2,0.4895810279934739,2004-09-08,Shipped,3,9,2004,0,143,47,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Large,4400.0,2749.1926000000003
10306,0.18681318681318687,1.0,16,0.22929164519100897,2004-10-14,Shipped,4,10,2004,0,143,47,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Medium,2300.0,1386.25025
10314,0.2527472527472528,1.0,8,0.273854890972283,2004-10-22,Shipped,4,10,2004,0,143,47,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,1,Ibsen,Palle,Medium,2900.0,1619.5949
10324,0.4725274725274726,1.0,13,0.3600984363270339,2004-11-05,Shipped,4,11,2004,0,143,47,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1,Frick,Michael,Medium,4900.0,2071.18835
10337,0.3296703296703297,1.0,3,0.3821304391621883,2004-11-21,Shipped,4,11,2004,0,143,47,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1,Hernandez,Maria,Medium,3600.0,2186.5535999999997
10349,0.3076923076923077,1.0,5,0.28768509198443903,2004-12-01,Shipped,4,12,2004,0,143,47,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,3400.0,1692.0134
10358,0.20879120879120883,1.0,13,0.15044258849012584,2004-12-10,Shipped,4,12,2004,0,143,47,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2500.0,973.37625
10372,0.46153846153846156,1.0,6,0.48154907074430897,2005-01-26,Shipped,1,1,2005,0,143,47,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,2,Shimamura,Akiko,Large,4800.0,2707.1352
10383,0.3516483516483517,1.0,1,0.3572449004350521,2005-02-22,Shipped,1,2,2005,0,143,47,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3800.0,2056.2464999999997
10394,0.3406593406593407,1.0,1,0.4333940901440885,2005-03-15,Shipped,1,3,2005,0,143,47,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3700.0,2454.9833
10413,0.4725274725274726,1.0,5,0.4716400000882309,2005-05-05,Shipped,2,5,2005,0,143,47,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,1,King,Julie,Medium,4900.0,2655.24875
10100,0.17582417582417587,0.8155087527352298,4,0.10448676425499626,2003-01-06,Shipped,1,1,2003,6,92,48,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,1,Young,Valarie,Small,1903.22,732.7397
10110,0.2417582417582418,0.8532549234135667,8,0.14833313358827174,2003-03-18,Shipped,1,3,2003,6,92,48,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Small,2499.56,962.3306
10124,0.3296703296703297,0.8029266958424508,7,0.19110161484691562,2003-05-21,Shipped,2,5,2003,6,92,48,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,1,King,Sue,Medium,3081.2400000000002,1186.2774
10148,0.3076923076923077,1.0,1,0.22911297752243087,2003-09-11,Shipped,3,9,2003,6,92,48,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Medium,3400.0,1385.3147
10162,0.3626373626373627,1.0,10,0.2521905170848201,2003-10-18,Shipped,4,10,2003,6,92,48,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,1,Brown,Julie,Medium,3900.0,1506.1546500000002
10173,0.16483516483516486,0.6643873085339167,14,0.0810643887396724,2003-11-05,Shipped,4,11,2003,6,92,48,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Small,1584.6599999999999,610.0941
10182,0.3296703296703297,1.0,11,0.2544426120183785,2003-11-12,Shipped,4,11,2003,6,92,48,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,3600.0,1517.9472
10193,0.19780219780219782,0.9664934354485777,15,0.13668958955698504,2003-11-21,Shipped,4,11,2003,6,92,48,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,0,Connery,Sean,Small,2341.2,901.362
10204,0.2527472527472528,0.8029266958424508,5,0.14705010856082826,2003-12-02,Shipped,4,12,2003,6,92,48,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Small,2482.11,955.6123500000001
10213,0.3516483516483517,0.9287472647702408,1,0.22939237552267644,2004-01-22,Shipped,1,1,2004,6,92,48,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Unknown,London,Unknown,WA1 1DP,UK,1,Hardy,Thomas,Medium,3602.0200000000004,1386.7777
10227,0.3076923076923077,1.0,11,0.22681309082567258,2004-03-02,Shipped,1,3,2004,6,92,48,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Medium,3400.0,1373.2719
10241,0.39560439560439564,0.8658369803063457,3,0.2430652313452205,2004-04-13,Shipped,2,4,2004,6,92,48,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,1,Citeaux,Frederique,Medium,3787.98,1458.3723
10280,0.3186813186813187,1.0,17,0.23689421182927017,2004-08-17,Shipped,3,8,2004,6,92,48,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,1,Accorti,Paolo,Medium,3500.0,1426.05925
10288,0.3186813186813187,0.7400164113785557,6,0.1729708904046639,2004-09-01,Shipped,3,9,2004,6,92,48,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,0,Victorino,Wendy,Small,2834.6499999999996,1091.34025
10302,0.3516483516483517,0.8532549234135667,2,0.21396960590912067,2003-10-06,Shipped,4,10,2003,6,92,48,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,1,Devon,Elizabeth,Medium,3392.2599999999998,1306.0201000000002
10311,0.38461538461538464,0.7525984682713347,1,0.21147340535429504,2004-10-16,Shipped,4,10,2004,6,92,48,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3358.31,1292.94935
10332,0.4835164835164836,1.0,2,0.5020245326149374,2004-11-17,Shipped,4,11,2004,6,92,48,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Large,5000.0,2814.35
10344,0.16483516483516486,1.0,4,0.1265364132796399,2004-11-25,Shipped,4,11,2004,6,92,48,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,1,Lebihan,Laurence,Small,2100.0,848.19735
10367,0.40659340659340665,0.4901531728665207,8,0.16284712444313407,2005-01-12,Resolved,1,1,2005,6,92,48,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,1,Young,Julie,Small,2696.96,1038.3296
10380,0.28571428571428575,1.0,1,0.21282113307653225,2005-02-16,Shipped,1,2,2005,6,92,48,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3200.0,1300.0064
10407,0.0,0.8658369803063457,3,0.0043387568406556415,2005-04-22,On Hold,2,4,2005,6,92,48,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,1,Frick,Sue,Small,541.14,208.3389
10420,0.6593406593406594,0.9035831509846828,6,0.41560967217056216,2005-05-29,In Process,2,5,2005,6,92,48,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,0,Huxley,Adrian,Medium,6134.7,2361.8595
10105,0.38461538461538464,0.7606673960612691,10,0.21325199420322674,2003-02-11,Shipped,1,2,2003,6,87,49,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,1,Petersen,Jytte,Medium,3382.5,1302.2625
10117,0.18681318681318687,0.9647155361050328,4,0.12929730667680342,2003-04-16,Shipped,2,4,2003,6,87,49,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Small,2240.66,862.6541
10128,0.40659340659340665,0.8927789934354484,1,0.25592489193547086,2003-06-06,Shipped,2,6,2003,6,87,49,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3962.8799999999997,1525.7088
10142,0.19780219780219782,0.5927242888402625,7,0.08846255368301709,2003-08-08,Shipped,3,8,2003,6,87,49,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,1685.28,648.8328
10153,0.17582417582417587,0.7727024070021882,6,0.09942377838738825,2003-09-28,Shipped,3,9,2003,6,87,49,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1834.36,706.2286
10166,0.21978021978021983,0.6407275711159739,1,0.10549847911904339,2003-10-21,Shipped,4,10,2003,6,87,49,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,1,Benitez,Violeta,Small,1916.98,738.0373000000001
10177,0.3186813186813187,0.6526258205689277,8,0.15652684757442095,2003-11-07,Shipped,4,11,2003,6,87,49,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,Unknown,28023,Spain,1,Fernandez,Jesus,Small,2611.0,1005.235
10185,0.4505494505494506,0.6887308533916847,8,0.23147021433502912,2003-11-14,Shipped,4,11,2003,6,87,49,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Medium,3630.2799999999997,1397.6578000000002
10197,0.4835164835164836,1.0,14,0.3388340427346594,2003-11-26,Shipped,4,11,2003,6,87,49,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,1,Saavedra,Eduardo,Medium,5000.0,1959.8425
10208,0.4285714285714286,0.8327407002188183,8,0.254952145739879,2004-01-02,Shipped,1,1,2004,6,87,49,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Medium,3949.6499999999996,1520.61525
10221,0.3626373626373627,0.8568107221006565,2,0.22127880464712402,2004-02-18,Shipped,1,2,2004,6,87,49,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,1,Dewey,Catherine,Medium,3491.67,1344.29295
10232,0.18681318681318687,0.8568107221006565,5,0.1159545816492864,2004-03-20,Shipped,1,3,2004,6,87,49,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,1,Bennett,Helen,Small,2059.19,792.7881500000001
10248,0.39560439560439564,0.6646608315098468,11,0.1976395280526621,2004-05-07,Cancelled,2,5,2004,6,87,49,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Medium,3170.1600000000003,1220.5116
10261,0.15384615384615385,0.8568107221006565,9,0.09620628983719184,2004-06-17,Shipped,2,6,2004,6,87,49,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,1,Fresnisre,Jean,Small,1790.6,689.381
10273,0.29670329670329676,0.6046225382932167,12,0.13704030757308278,2004-07-21,Shipped,3,7,2004,6,87,49,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,1,Dewey,Catherine,Small,2345.9700000000003,903.19845
10283,0.3076923076923077,1.0,14,0.22783804033183658,2004-08-20,Shipped,3,8,2004,6,87,49,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,1,Lincoln,Elizabeth,Medium,3400.0,1378.6388000000002
10293,0.4725274725274726,1.0,3,0.328213977693746,2004-09-09,Shipped,3,9,2004,6,87,49,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,1,Accorti,Paolo,Medium,4900.0,1904.2331000000001
10306,0.3626373626373627,0.8687089715536105,8,0.22377353468615885,2004-10-14,Shipped,4,10,2004,6,87,49,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Medium,3525.6000000000004,1357.356
10315,0.3296703296703297,1.0,7,0.22940266913321183,2004-10-29,Shipped,4,10,2004,6,87,49,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Medium,3600.0,1386.8316
10326,0.4835164835164836,0.8086706783369804,5,0.2807486689993949,2004-11-09,Shipped,4,11,2004,6,87,49,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Unknown,Lule,Unknown,S-958 22,Sweden,1,Berglund,Christina,Medium,4300.5,1655.6925
10337,0.2527472527472528,1.0,2,0.2952839823332233,2004-11-21,Shipped,4,11,2004,6,87,49,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1,Hernandez,Maria,Medium,2900.0,1731.80315
10350,0.2637362637362638,1.0,3,0.18682682544315832,2004-12-02,Shipped,4,12,2004,6,87,49,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3000.0,1163.8935
10372,0.38461538461538464,0.8207056892778994,7,0.22648590106222705,2005-01-26,Shipped,1,1,2005,6,87,49,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,2,Shimamura,Akiko,Medium,3562.4900000000002,1371.55865
10383,0.2417582417582418,0.4335339168490153,7,0.08515095212221163,2005-02-22,Shipped,1,2,2005,6,87,49,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1640.24,631.4924
10396,0.4285714285714286,1.0,5,0.3130191380277589,2005-03-23,Shipped,1,3,2005,6,87,49,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,4500.0,1824.6689999999999
10414,0.1098901098901099,0.6646608315098468,11,0.05334663659952047,2005-05-06,On Hold,2,5,2005,6,87,49,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,1,Yoshido,Juri,Small,1207.68,464.95680000000004
10103,0.3296703296703297,1.0,5,0.2754327544157751,2003-01-29,Shipped,1,1,2003,5,121,50,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,1,Bergulfsen,Jonas,Medium,3600.0,1627.857
10114,0.38461538461538464,1.0,9,0.31861077432214735,2003-04-01,Shipped,2,4,2003,5,121,50,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,1,Bertrand,Marie,Medium,4100.0,1853.94825
10126,0.4835164835164836,1.0,5,0.48533417838974113,2003-05-28,Shipped,2,5,2003,5,121,50,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,1,Sommer,Mart¡n,Large,5000.0,2726.955
10140,0.3736263736263737,1.0,5,0.30285787391356456,2003-07-24,Shipped,3,7,2003,5,121,50,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,1,Hirano,Juri,Medium,4000.0,1771.462
10150,0.4725274725274726,1.0,2,0.44004376254993327,2003-09-19,Shipped,3,9,2003,5,121,50,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Medium,4900.0,2489.8027
10164,0.4285714285714286,1.0,3,0.3331027074401482,2003-10-21,Resolved,4,10,2003,5,121,50,Mini Auto Werke,7675-3555,Kirchgasse 6,Unknown,Graz,Unknown,8010,Austria,1,Mendel,Roland,Medium,4500.0,1929.83175
10175,0.4505494505494506,1.0,10,0.34111995953140545,2003-11-06,Shipped,4,11,2003,5,121,50,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,1,Brown,Ann,Medium,4700.0,1971.8121500000002
